"","Country","Code","EIU17VA","EIU17PV","EIU17GE","EIU17RQ","EIU17RL","EIU17CC","EIU16VA","EIU16PV","EIU16GE","EIU16RQ","EIU16RL","EIU16CC","EIU15VA","EIU15PV","EIU15GE","EIU15RQ","EIU15RL","EIU15CC","EIU14VA","EIU14PV","EIU14GE","EIU14RQ","EIU14RL","EIU14CC","EIU13VA","EIU13PV","EIU13GE","EIU13RQ","EIU13RL","EIU13CC","EIU12VA","EIU12PV","EIU12GE","EIU12RQ","EIU12RL","EIU12CC","EIU11VA","EIU11PV","EIU11GE","EIU11RQ","EIU11RL","EIU11CC","EIU10VA","EIU10PV","EIU10GE","EIU10RQ","EIU10RL","EIU10CC","EIU09VA","EIU09PV","EIU09GE","EIU09RQ","EIU09RL","EIU09CC","EIU08VA","EIU08PV","EIU08GE","EIU08RQ","EIU08RL","EIU08CC","EIU07VA","EIU07PV","EIU07GE","EIU07RQ","EIU07RL","EIU07CC","EIU06VA","EIU06PV","EIU06GE","EIU06RQ","EIU06RL","EIU06CC","EIU05VA","EIU05PV","EIU05GE","EIU05RQ","EIU05RL","EIU05CC","EIU04VA","EIU04PV","EIU04GE","EIU04RQ","EIU04RL","EIU04CC","EIU03VA","EIU03PV","EIU03GE","EIU03RQ","EIU03RL","EIU03CC","EIU02VA","EIU02PV","EIU02GE","EIU02RQ","EIU02RL","EIU02CC","EIU00VA","EIU00PV","EIU00GE","EIU00RQ","EIU00RL","EIU00CC","EIU98VA","EIU98PV","EIU98GE","EIU98RQ","EIU98RL","EIU98CC","EIU96VA","EIU96PV","EIU96GE","EIU96RQ","EIU96RL","EIU96CC"
"81","Iran, Islamic Rep.","IRN",0.216,"0.400","0.250","0.300","0.313","0.000",0.211,"0.450","0.250","0.250","0.313","0.250",0.171,"0.350","0.250","0.250","0.313","0.250",0.162,"0.300","0.125","0.250","0.281","0.250",0.162,"0.350","0.125","0.250","0.281","0.250",0.162,"0.350","0.250","0.300","0.281","0.000",0.162,"0.300","0.250","0.250","0.281","0.000","0.160","0.300","0.250","0.250","0.281","0.000","0.204","0.300","0.250","0.200","0.281","0.250","0.204","0.350","0.250","0.200","0.281","0.250","0.209","0.250","0.250","0.200","0.281","0.250","0.209","0.200","0.250","0.200","0.281","0.250","0.125","0.250","0.250","0.200","0.281","0.250","0.125","0.250","0.250","0.200","0.313","0.250","0.125","0.200","0.250","0.200","0.313","0.250","0.188","0.400","0.250","0.200","0.313","0.250","0.125","0.450","0.250","0.100","0.344","0.000","0.188","0.400","0.250","0.100","0.250","0.000","0.125","0.500","0.125","0.100","0.156","0.000"
"82","Iraq","IRQ",0.33,"0.100","0.000","0.250","0.063","0.000",0.329,"0.100","0.000","0.350","0.063","0.000",0.298,"0.100","0.000","0.350","0.094","0.000",0.305,"0.100","0.000","0.300","0.094","0.000",0.33,"0.200","0.000","0.250","0.094","0.000",0.33,"0.300","0.000","0.250","0.094","0.000",0.295,"0.300","0.000","0.300","0.094","0.000","0.294","0.050","0.000","0.300","0.031","0.000","0.294","0.100","0.000","0.300","0.031","0.000","0.294","0.050","0.000","0.300","0.031","0.000","0.279","0.050","0.000","0.200","0.047","0.000","0.263","0.050","0.000","0.150","0.063","0.000","0.063","0.000","0.000","0.150","0.094","0.000","0.063","0.000","0.125","0.150","0.094","0.000","0.188","0.150","0.000","0.200","0.125","0.000","0.188","0.150","0.000","0.200","0.125","0.000","0.188","0.150","0.000","0.200","0.188","0.000","0.188","0.150","0.000","0.200","0.125","0.000","0.188","0.150","0.000","0.200","0.125","0.000"
"83","Iceland","ISL",0.885,"0.900","0.750","0.850","0.906","0.750",0.881,"0.900","0.750","0.850","0.875","1.000",0.885,"0.850","0.750","0.850","0.875","1.000",0.885,"0.850","0.750","0.850","0.875","0.750",0.889,"0.850","0.625","0.850","0.875","1.000",0.889,"0.850","0.625","0.850","0.875","1.000",0.886,"0.850","0.625","0.850","0.875","1.000","0.889","0.900","0.625","0.850","0.875","1.000","0.889","0.900","0.625","0.850","0.875","1.000","0.858","0.900","0.625","0.850","0.875","1.000","0.861","0.975","0.625","0.900","0.906","0.875","0.861","0.950","0.625","0.900","0.906","0.750","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"84","Israel","ISR",0.702,"0.550","0.750","0.850","0.719","0.500",0.705,"0.550","0.750","0.850","0.719","1.000",0.701,"0.450","0.750","0.750","0.719","0.750",0.694,"0.400","0.750","0.750","0.688","0.500",0.689,"0.350","0.750","0.750","0.688","0.500",0.689,"0.350","0.750","0.750","0.688","0.500",0.689,"0.350","0.750","0.750","0.688","0.500","0.655","0.400","0.750","0.700","0.656","0.500","0.687","0.400","0.750","0.700","0.656","0.500","0.687","0.500","0.750","0.700","0.656","0.500","0.677","0.425","0.625","0.700","0.656","0.500","0.677","0.400","0.625","0.700","0.656","0.500","0.625","0.400","0.750","0.700","0.719","0.500","0.625","0.350","0.750","0.700","0.719","0.500","0.625","0.350","0.750","0.750","0.719","0.500","0.625","0.350","0.750","0.800","0.750","0.750","0.500","0.500","0.750","0.800","0.781","0.500","0.563","0.400","0.750","0.750","0.781","0.750","0.625","0.350","0.750","0.750","0.875","0.750"
"85","Italy","ITA",0.774,"0.700","0.500","0.850","0.563","0.250",0.774,"0.700","0.500","0.850","0.563","0.250",0.774,"0.750","0.500","0.850","0.563","0.250",0.768,"0.750","0.375","0.800","0.563","0.250",0.768,"0.750","0.375","0.800","0.563","0.250",0.762,"0.750","0.375","0.800","0.563","0.250",0.762,"0.800","0.375","0.800","0.563","0.250","0.798","0.800","0.375","0.800","0.563","0.250","0.837","0.800","0.375","0.800","0.594","0.500","0.837","0.850","0.375","0.850","0.594","0.500","0.824","0.800","0.375","0.850","0.625","0.500","0.824","0.800","0.375","0.850","0.625","0.500","0.750","0.800","0.375","0.800","0.688","0.500","0.750","0.800","0.500","0.800","0.719","0.500","0.625","0.750","0.500","0.700","0.688","0.500","0.688","0.750","0.625","0.700","0.719","0.500","0.688","0.950","0.625","0.700","0.719","0.500","0.625","0.950","0.750","0.750","0.719","0.500","0.625","0.850","0.750","0.700","0.844","0.500"
"86","Jamaica","JAM",0.583,"0.700","0.625","0.550","0.469","0.250",0.588,"0.750","0.625","0.600","0.438","0.250",0.588,"0.750","0.625","0.600","0.438","0.250",0.588,"0.750","0.500","0.600","0.438","0.250",0.588,"0.700","0.500","0.650","0.438","0.250",0.557,"0.550","0.500","0.650","0.438","0.250",0.544,"0.500","0.625","0.650","0.438","0.250","0.548","0.500","0.625","0.650","0.438","0.250","0.579","0.600","0.625","0.650","0.438","0.250","0.579","0.600","0.625","0.650","0.438","0.250","0.617","0.600","0.625","0.650","0.438","0.250","0.617","0.600","0.625","0.650","0.438","0.250","0.438","0.550","0.125","0.550","0.406","0.000","0.375","0.550","0.375","0.550","0.406","0.000","0.375","0.450","0.250","0.550","0.344","0.000","0.375","0.450","0.125","0.550","0.344","0.000","0.438","0.550","0.125","0.550","0.344","0.250","0.438","0.550","0.375","0.550","0.344","0.250","0.438","0.550","0.375","0.550","0.344","0.250"
"87","Jordan","JOR",0.319,"0.400","0.500","0.550","0.563","0.500",0.323,"0.400","0.375","0.550","0.563","0.500",0.318,"0.350","0.375","0.500","0.563","0.500",0.313,"0.350","0.375","0.500","0.563","0.500",0.313,"0.350","0.375","0.500","0.563","0.500",0.344,"0.350","0.250","0.500","0.531","0.250",0.382,"0.400","0.250","0.450","0.531","0.250","0.375","0.450","0.250","0.450","0.500","0.250","0.384","0.400","0.250","0.450","0.500","0.250","0.384","0.400","0.250","0.450","0.500","0.250","0.384","0.400","0.250","0.450","0.500","0.250","0.384","0.250","0.250","0.450","0.500","0.250","0.375","0.250","0.250","0.450","0.500","0.250","0.313","0.300","0.250","0.450","0.500","0.250","0.313","0.300","0.375","0.450","0.469","0.250","0.313","0.300","0.500","0.450","0.469","0.250","0.375","0.550","0.375","0.450","0.563","0.250","0.375","0.400","0.500","0.450","0.563","0.250","0.375","0.450","0.500","0.450","0.563","0.250"
"88","Japan","JPN",0.738,"0.800","0.750","0.900","0.844","0.750",0.743,"0.800","0.875","0.850","0.781","0.750",0.742,"0.800","0.875","0.800","0.781","0.750",0.748,"0.900","0.875","0.750","0.781","0.750",0.748,"0.900","0.875","0.750","0.750","0.750",0.748,"0.950","0.750","0.800","0.719","0.750",0.748,"0.950","0.750","0.800","0.719","0.750","0.748","0.950","0.750","0.800","0.719","0.750","0.756","0.950","0.750","0.800","0.719","0.750","0.694","0.950","0.750","0.800","0.719","0.750","0.689","0.950","0.688","0.800","0.750","0.625","0.689","0.950","0.625","0.800","0.750","0.500","0.563","0.950","0.625","0.800","0.750","0.500","0.563","0.950","0.625","0.800","0.750","0.500","0.563","0.950","0.625","0.800","0.750","0.500","0.563","0.950","0.625","0.400","0.750","0.500","0.375","0.950","0.625","0.750","0.750","0.500","0.375","0.950","0.625","0.750","0.750","0.500","0.375","0.950","0.625","0.750","0.750","0.500"
"89","Kazakhstan","KAZ",0.247,"0.550","0.375","0.600","0.406","0.000",0.247,"0.550","0.375","0.500","0.406","0.000",0.247,"0.500","0.375","0.500","0.406","0.000",0.221,"0.500","0.375","0.300","0.344","0.000",0.216,"0.550","0.125","0.300","0.344","0.000",0.21,"0.550","0.125","0.250","0.250","0.000",0.225,"0.550","0.125","0.250","0.250","0.000","0.228","0.550","0.125","0.250","0.250","0.000","0.235","0.550","0.125","0.250","0.250","0.000","0.235","0.600","0.125","0.250","0.250","0.000","0.244","0.600","0.125","0.250","0.250","0.000","0.244","0.600","0.125","0.250","0.250","0.000","0.125","0.500","0.000","0.250","0.188","0.000","0.125","0.500","0.000","0.250","0.188","0.000","0.125","0.500","0.000","0.250","0.188","0.000","0.125","0.600","0.000","0.250","0.188","0.000","0.125","0.500","0.000","0.400","0.156","0.000","0.125","0.350","0.000","0.400","0.156","0.000","0.125","0.200","0.000","0.450","0.125","0.000"
"90","Kenya","KEN",0.412,"0.450","0.125","0.400","0.313","0.000",0.423,"0.450","0.125","0.400","0.313","0.000",0.423,"0.450","0.125","0.400","0.313","0.000",0.413,"0.500","0.125","0.400","0.313","0.250",0.382,"0.500","0.000","0.350","0.188","0.000",0.361,"0.450","0.000","0.350","0.188","0.000",0.361,"0.450","0.000","0.350","0.188","0.000","0.361","0.450","0.000","0.350","0.188","0.000","0.365","0.450","0.000","0.350","0.188","0.000","0.365","0.450","0.000","0.350","0.188","0.000","0.379","0.450","0.000","0.350","0.188","0.000","0.379","0.450","0.000","0.350","0.188","0.000","0.250","0.450","0.000","0.350","0.188","0.000","0.250","0.450","0.000","0.350","0.188","0.000","0.250","0.450","0.000","0.350","0.188","0.000","0.250","0.400","0.000","0.350","0.188","0.000","0.188","0.350","0.125","0.350","0.219","0.000","0.125","0.400","0.250","0.350","0.125","0.000","0.125","0.400","0.375","0.350","0.125","0.000"
"91","Kyrgyz Republic","KGZ",0.412,"0.500","0.125","0.500","0.250","0.000",0.403,"0.400","0.125","0.450","0.125","0.000",0.423,"0.400","0.125","0.250","0.094","0.000",0.418,"0.400","0.125","0.300","0.094","0.000",0.391,"0.400","0.125","0.300","0.063","0.000",0.36,"0.450","0.125","0.300","0.063","0.000",0.342,"0.400","0.125","0.300","0.063","0.000","0.341","0.400","0.125","0.300","0.063","0.000","0.359","0.500","0.125","0.300","0.031","0.000","0.359","0.450","0.125","0.300","0.031","0.000","0.360","0.300","0.125","0.300","0.031","0.000","0.360","0.300","0.125","0.300","0.063","0.000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"92","Cambodia","KHM",0.275,"0.450","0.125","0.450","0.188","0.000",0.276,"0.450","0.125","0.450","0.156","0.000",0.276,"0.350","0.125","0.500","0.188","0.000",0.302,"0.400","0.125","0.550","0.219","0.000",0.293,"0.400","0.000","0.550","0.219","0.000",0.311,"0.350","0.000","0.550","0.219","0.000",0.306,"0.400","0.000","0.550","0.219","0.000","0.306","0.300","0.000","0.550","0.188","0.000","0.306","0.300","0.000","0.550","0.188","0.000","0.306","0.250","0.000","0.600","0.188","0.000","0.301","0.300","0.000","0.600","0.188","0.000","0.301","0.300","0.000","0.600","0.188","0.000","0.125","0.350","0.125","0.600","0.188","0.000","0.125","0.350","0.125","0.600","0.188","0.000","0.125","0.300","0.000","0.600","0.188","0.000","0.125","0.300","0.000","0.600","0.188","0.000","0.125","0.300","0.000","0.600","0.188","0.000","0.125","0.300","0.000","0.600","0.188","0.000","0.125","0.300","0.000","0.600","0.188","0.000"
"93","Korea, Rep.","KOR",0.681,"0.500","0.625","0.750","0.813","0.500",0.615,"0.500","0.625","0.750","0.813","0.500",0.68,"0.450","0.625","0.750","0.750","0.500",0.684,"0.450","0.625","0.750","0.750","0.500",0.684,"0.450","0.500","0.750","0.750","0.500",0.688,"0.450","0.500","0.750","0.750","0.500",0.684,"0.450","0.500","0.750","0.750","0.500","0.687","0.450","0.500","0.750","0.750","0.500","0.682","0.450","0.500","0.700","0.750","0.500","0.682","0.550","0.500","0.700","0.750","0.500","0.675","0.600","0.500","0.700","0.750","0.500","0.675","0.600","0.500","0.700","0.750","0.500","0.563","0.600","0.500","0.700","0.750","0.500","0.563","0.600","0.500","0.700","0.750","0.500","0.563","0.600","0.500","0.700","0.750","0.500","0.563","0.600","0.500","0.700","0.750","0.500","0.375","0.650","0.375","0.700","0.750","0.500","0.375","0.650","0.375","0.750","0.750","0.500","0.375","0.800","0.750","0.700","0.688","0.500"
"94","Kuwait","KWT",0.38,"0.600","0.250","0.550","0.625","0.250",0.38,"0.600","0.250","0.550","0.594","0.250",0.38,"0.600","0.250","0.500","0.594","0.250",0.377,"0.600","0.250","0.500","0.625","0.250",0.377,"0.600","0.250","0.500","0.625","0.250",0.377,"0.600","0.250","0.500","0.625","0.250",0.375,"0.550","0.250","0.550","0.625","0.250","0.382","0.650","0.250","0.550","0.625","0.500","0.357","0.600","0.250","0.500","0.625","0.500","0.357","0.600","0.250","0.500","0.625","0.500","0.342","0.650","0.250","0.450","0.609","0.500","0.342","0.650","0.250","0.450","0.594","0.500","0.375","0.500","0.250","0.450","0.594","0.750","0.375","0.500","0.250","0.450","0.594","0.750","0.375","0.350","0.250","0.350","0.594","0.750","0.375","0.350","0.250","0.350","0.594","0.750","0.438","0.700","0.250","0.350","0.563","0.500","0.438","0.500","0.250","0.350","0.563","0.500","0.438","0.650","0.500","0.350","0.563","0.500"
"95","Lao PDR","LAO",0.181,"0.600","0.125","0.200","0.313","0.000",0.181,"0.600","0.125","0.200","0.313","0.000",0.173,"0.600","0.125","0.200","0.313","0.000",0.173,"0.600","0.125","0.200","0.313","0.000",0.173,"0.600","0.125","0.200","0.313","0.000",0.179,"0.600","0.125","0.300","0.313","0.000",0.168,"0.600","0.125","0.300","0.313","0.000","0.168","0.600","0.125","0.300","0.313","0.000","0.168","0.600","0.125","0.300","0.313","0.000","0.168","0.600","0.125","0.300","0.344","0.000","0.168","0.600","0.125","0.300","0.344","0.000","0.168","0.600","0.125","0.300","0.344","0.000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"96","Lebanon","LBN",0.361,"0.150","0.375","0.550","0.281","0.250",0.368,"0.200","0.375","0.550","0.281","0.250",0.368,"0.150","0.375","0.550","0.281","0.250",0.381,"0.150","0.500","0.550","0.344","0.250",0.378,"0.150","0.500","0.550","0.344","0.250",0.378,"0.150","0.500","0.550","0.344","0.250",0.391,"0.200","0.500","0.550","0.406","0.250","0.416","0.200","0.500","0.550","0.438","0.250","0.375","0.200","0.500","0.500","0.438","0.250","0.469","0.200","0.500","0.500","0.438","0.250","0.479","0.125","0.500","0.500","0.438","0.250","0.479","0.100","0.500","0.500","0.438","0.250","0.438","0.300","0.500","0.300","0.438","0.250","0.438","0.350","0.375","0.300","0.438","0.250","0.438","0.450","0.375","0.300","0.344","0.250","0.438","0.450","0.375","0.300","0.469","0.250","0.438","0.400","0.500","0.300","0.469","0.250","0.375","0.300","0.500","0.300","0.313","0.250","0.438","0.350","0.625","0.300","0.406","0.250"
"97","Liberia","LBR",0.418,"0.450","0.000","0.400","0.281","0.250",0.422,"0.450","0.000","0.400","0.281","0.250",0.373,"0.350","0.000","0.400","0.281","0.250",0.341,"0.450","0.000","0.450","0.313","0.250",0.341,"0.550","0.000","0.450","0.313","0.250",0.373,"0.550","0.000","0.450","0.313","0.250",0.379,"0.450","0.000","0.450","0.313","0.250","0.379","0.500","0.000","0.450","0.313","0.250","0.388","0.500","0.000","0.450","0.313","0.250","0.525","..","..","..","..","..","0.522","..","..","..","..","..","0.522","..","..","..","..","..","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"98","Libya","LBY",0.179,"0.050","0.000","0.050","0.063","0.000",0.175,"0.050","0.000","0.050","0.063","0.000",0.175,"0.050","0.125","0.050","0.063","0.000",0.346,"0.150","0.125","0.100","0.188","0.000",0.397,"0.300","0.125","0.100","0.188","0.000",0.414,"0.350","0.125","0.100","0.219","0.000",0.271,"0.250","0.125","0.150","0.219","0.000","0.097","0.550","0.125","0.150","0.250","0.000","0.100","0.600","0.125","0.200","0.250","0.000","0.100","0.600","0.125","0.200","0.313","0.000","0.092","0.550","0.125","0.175","0.281","0.000","0.092","0.550","0.125","0.100","0.281","0.000","0.000","0.550","0.125","0.100","0.281","0.000","0.000","0.550","0.125","0.100","0.281","0.000","0.000","0.500","0.125","0.100","0.281","0.000","0.000","0.500","0.125","0.100","0.188","0.000","0.000","0.450","0.000","0.100","0.188","0.000","0.000","0.250","0.125","0.100","0.125","0.000","0.000","0.150","0.125","0.100","0.125","0.000"
"99","Liechtenstein","LIE",0.875,"0.900","0.750","0.850","0.906","1.000",0.875,"0.900","0.750","0.850","0.906","1.000",0.875,"0.900","0.750","0.850","0.906","1.000",0.875,"1.000","0.750","0.850","0.906","1.000",0.875,"0.900","0.750","0.850","0.906","1.000",0.875,"0.900","0.750","0.850","0.906","1.000",0.938,"0.950","0.750","0.850","0.906","1.000","0.938","0.950","0.750","0.850","0.906","1.000","0.938","1.000","0.750","0.850","0.906","1.000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"100","Sri Lanka","LKA",0.605,"0.700","0.250","0.600","0.563","0.250",0.605,"0.700","0.375","0.600","0.563","0.250",0.571,"0.700","0.375","0.600","0.594","0.250",0.441,"0.500","0.375","0.600","0.594","0.250",0.441,"0.500","0.375","0.600","0.594","0.250",0.444,"0.600","0.375","0.600","0.594","0.250",0.485,"0.600","0.375","0.600","0.594","0.250","0.488","0.600","0.375","0.600","0.594","0.250","0.487","0.650","0.375","0.600","0.594","0.250","0.518","0.550","0.375","0.600","0.625","0.250","0.548","0.525","0.375","0.600","0.625","0.250","0.548","0.500","0.375","0.600","0.625","0.250","0.438","0.500","0.375","0.600","0.625","0.250","0.438","0.500","0.250","0.600","0.625","0.250","0.438","0.500","0.250","0.550","0.625","0.250","0.438","0.450","0.250","0.550","0.625","0.250","0.375","0.250","0.000","0.600","0.469","0.250","0.375","0.350","0.000","0.500","0.438","0.250","0.313","0.250","0.250","0.500","0.500","0.250"
"101","Lesotho","LSO",0.582,"0.500","0.250","0.500","0.406","0.500",0.58,"0.500","0.250","0.500","0.469","0.500",0.58,"0.600","0.250","0.500","0.469","0.500",0.583,"0.650","0.375","0.500","0.438","0.500",0.583,"0.650","0.375","0.500","0.438","0.500",0.583,"0.600","0.375","0.500","0.438","0.500",0.567,"0.550","0.375","0.400","0.438","0.500","0.551","0.550","0.375","0.400","0.438","0.500","0.596","0.550","0.375","0.400","0.500","0.500","0.596","0.550","0.375","0.400","0.500","0.500","0.637","0.550","0.375","0.400","0.500","0.500","0.637","0.500","0.375","0.400","0.500","0.500","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"102","Lithuania","LTU",0.714,"0.700","0.750","0.800","0.750","0.500",0.717,"0.700","0.750","0.800","0.750","0.500",0.721,"0.700","0.750","0.850","0.750","0.500",0.721,"0.700","0.625","0.800","0.750","0.500",0.721,"0.700","0.500","0.800","0.719","0.500",0.706,"0.700","0.500","0.800","0.719","0.500",0.706,"0.700","0.500","0.800","0.719","0.500","0.706","0.700","0.500","0.800","0.719","0.500","0.712","0.700","0.500","0.800","0.719","0.250","0.712","0.800","0.500","0.800","0.719","0.250","0.715","0.800","0.500","0.800","0.719","0.250","0.715","0.800","0.500","0.800","0.719","0.250","0.625","0.800","0.500","0.800","0.625","0.500","0.625","0.800","0.500","0.800","0.625","0.500","0.563","0.800","0.500","0.850","0.563","0.250","0.500","0.750","0.375","0.850","0.469","0.250","0.500","0.500","0.125","0.850","0.469","0.250","0.500","0.550","0.375","0.850","0.531","0.250","0.563","0.450","0.250","0.850","0.500","0.250"
"103","Luxembourg","LUX",0.909,"0.900","0.625","0.900","0.875","1.000",0.909,"0.900","0.625","0.900","0.875","1.000",0.913,"0.900","0.625","0.850","0.875","1.000",0.913,"0.900","0.625","0.850","0.875","1.000",0.913,"0.950","0.625","0.850","0.875","1.000",0.913,"0.950","0.625","0.850","0.875","1.000",0.913,"0.850","0.625","0.850","0.875","1.000","0.913","0.950","0.625","0.850","0.875","1.000","0.924","0.950","0.625","0.850","0.875","1.000","0.924","0.950","0.625","0.850","0.875","1.000","0.924","0.950","0.625","0.800","0.875","1.000","0.924","0.950","0.625","0.800","0.875","1.000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"104","Latvia","LVA",0.706,"0.600","0.750","0.800","0.750","0.500",0.709,"0.650","0.750","0.800","0.781","0.500",0.712,"0.600","0.750","0.800","0.781","0.500",0.718,"0.650","0.500","0.800","0.750","0.500",0.696,"0.700","0.500","0.800","0.750","0.500",0.696,"0.700","0.500","0.800","0.750","0.500",0.696,"0.700","0.500","0.800","0.750","0.500","0.696","0.700","0.500","0.800","0.750","0.500","0.705","0.700","0.500","0.800","0.750","0.500","0.705","0.800","0.500","0.800","0.750","0.500","0.712","0.800","0.500","0.800","0.750","0.500","0.712","0.800","0.500","0.800","0.750","0.500","0.625","0.750","0.500","0.750","0.688","0.500","0.563","0.750","0.500","0.750","0.688","0.250","0.563","0.800","0.500","0.750","0.719","0.250","0.563","0.750","0.500","0.750","0.594","0.250","0.438","0.550","0.250","0.750","0.500","0.000","0.500","0.450","0.250","0.750","0.500","0.250","0.438","0.550","0.125","0.750","0.438","0.000"
"105","Kosovo","KSV",0.438,"0.500","0.125","0.400","0.375","0.250",0.438,"0.500","0.125","0.400","0.375","0.250",0.438,"0.500","0.125","0.400","0.344","0.250",0.438,"0.450","0.125","0.400","0.344","0.250",0.438,"0.200","0.125","0.400","0.344","0.250",0.438,"0.150","0.125","0.400","0.344","0.250",0.438,"0.150","0.125","0.400","0.344","0.250","0.438","0.150","0.125","0.400","0.344","0.250","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"106","Macao SAR, China","MAC",0.5,"0.850","0.625","0.850","0.688","0.500",0.5,"0.850","0.625","0.850","0.688","0.500",0.5,"0.700","0.625","0.850","0.688","0.500",0.438,"0.750","0.625","0.850","0.688","0.500",0.438,"0.750","0.625","0.850","0.688","0.500",0.438,"0.650","0.625","0.850","0.688","0.500",0.688,"0.650","0.750","0.850","0.719","0.500","0.688","0.650","0.750","0.850","0.719","0.500","0.688","0.650","0.750","0.850","0.719","0.500","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
